web-scraper-order,web-scraper-start-url,Type_habit,Prix,Adresse,Image_lien-src
"1739917822-600","https://sn.coinafrique.com/categorie/vetements-enfants","Chemises garçon","7 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3125676_uploaded_image1_1621537910.jpg"
"1739917822-601","https://sn.coinafrique.com/categorie/vetements-enfants","Robes enfants","7 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3125619_uploaded_image1_1621534794.jpg"
"1739917822-602","https://sn.coinafrique.com/categorie/vetements-enfants","Robe pour enfants","15 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3117591_uploaded_image2_1621167673.jpeg"
"1739917822-603","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","20 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3113417_uploaded_image1_1620899489.jpg"
"1739917822-604","https://sn.coinafrique.com/categorie/vetements-enfants","Robe","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3110386_uploaded_image1_1620737846.jpg"
"1739917822-605","https://sn.coinafrique.com/categorie/vetements-enfants","Robe","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3110145_uploaded_image1_1620730955.jpg"
"1739917822-606","https://sn.coinafrique.com/categorie/vetements-enfants","Robe princesse","5 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3106812_uploaded_image1_1620581452.jpg"
"1739917822-607","https://sn.coinafrique.com/categorie/vetements-enfants","Robe bazin riche brodé fait main","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3106119_uploaded_image1_1620547487.jpg"
"1739917822-608","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3104022_uploaded_image1_1620427612.jpg"
"1739917822-609","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3104018_uploaded_image1_1620427485.jpg"
"1739917822-610","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3103497_uploaded_image1_1620407250.jpg"
"1739917822-611","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3101212_uploaded_image1_1620313045.jpg"
"1739917822-612","https://sn.coinafrique.com/categorie/vetements-enfants","Prêt à porter enfants","10 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3100941_uploaded_image1_1620306624.jpg"
"1739917822-613","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","Prix sur demande","Geule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_3100042_uploaded_image1_1620266770.jpg"
"1739917822-614","https://sn.coinafrique.com/categorie/vetements-enfants","Robe pour bébé","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3098724_uploaded_image1_1620219131.jpg"
"1739917822-615","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3098344_uploaded_image1_1620209550.jpg"
"1739917822-616","https://sn.coinafrique.com/categorie/vetements-enfants","Robes enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3098340_uploaded_image1_1620209467.jpg"
"1739917822-617","https://sn.coinafrique.com/categorie/vetements-enfants","Ensembles enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3097531_uploaded_image1_1620165477.jpg"
"1739917822-618","https://sn.coinafrique.com/categorie/vetements-enfants","Robes enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3097522_uploaded_image1_1620165342.jpg"
"1739917822-619","https://sn.coinafrique.com/categorie/vetements-enfants","Robes enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3097519_uploaded_image1_1620165230.jpg"
"1739917822-620","https://sn.coinafrique.com/categorie/vetements-enfants","Ensembles pour enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3097512_uploaded_image1_1620164877.jpg"
"1739917822-621","https://sn.coinafrique.com/categorie/vetements-enfants","Bazin riche avec broderie","18 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3092548_uploaded_image1_1619979222.jpg"
"1739917822-622","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3091601_uploaded_image1_1619937730.jpg"
"1739917822-623","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements Enfants","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3091599_uploaded_image3_1619937608.jpeg"
"1739917822-624","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3091597_uploaded_image1_1619937516.jpg"
"1739917822-625","https://sn.coinafrique.com/categorie/vetements-enfants","Polo Enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3091593_uploaded_image1_1619937425.jpg"
"1739917822-626","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3091582_uploaded_image1_1619937100.jpg"
"1739917822-627","https://sn.coinafrique.com/categorie/vetements-enfants","Robes enfant","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3091576_uploaded_image1_1619936893.jpg"
"1739917822-628","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3091356_uploaded_image1_1619918393.jpg"
"1739917822-629","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements Enfants","3 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3091353_uploaded_image1_1619918261.jpg"
"1739917822-630","https://sn.coinafrique.com/categorie/vetements-enfants","Pantalons jeans enfants","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3091181_uploaded_image1_1619912235.jpg"
"1739917822-631","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble petit garçon","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3088972_uploaded_image1_1619825459.jpg"
"1739917822-632","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3088723_uploaded_image1_1619814031.jpg"
"1739917822-633","https://sn.coinafrique.com/categorie/vetements-enfants","Tunique enfant","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3087733_uploaded_image1_1619763855.jpg"
"1739917822-634","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements friperie enfants","1 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3087186_uploaded_image1_1619724786.jpg"
"1739917822-635","https://sn.coinafrique.com/categorie/vetements-enfants","Chemise enfant","2 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3086775_uploaded_image1_1619710616.jpg"
"1739917822-636","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfants","2 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3086774_uploaded_image1_1619710562.jpg"
"1739917822-637","https://sn.coinafrique.com/categorie/vetements-enfants","Chemise enfant","2 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3086770_uploaded_image1_1619710501.jpg"
"1739917822-638","https://sn.coinafrique.com/categorie/vetements-enfants","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086234_uploaded_image1_1619695623.jpg"
"1739917822-639","https://sn.coinafrique.com/categorie/vetements-enfants","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086230_uploaded_image1_1619695571.jpg"
"1739917822-640","https://sn.coinafrique.com/categorie/vetements-enfants","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086229_uploaded_image1_1619695508.jpg"
"1739917822-641","https://sn.coinafrique.com/categorie/vetements-enfants","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086225_uploaded_image1_1619695446.jpg"
"1739917822-642","https://sn.coinafrique.com/categorie/vetements-enfants","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086220_uploaded_image1_1619695388.jpg"
"1739917822-643","https://sn.coinafrique.com/categorie/vetements-enfants","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3083787_uploaded_image1_1619562155.jpg"
"1739917822-644","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants","1 300CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3083311_uploaded_image1_1619543622.jpg"
"1739917822-645","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","10 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3079390_uploaded_image3_1619366149.jpeg"
"1739917822-646","https://sn.coinafrique.com/categorie/vetements-enfants","Boxer enfant","6 500CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3077069_uploaded_image1_1619214743.jpg"
"1739917822-647","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble fille","2 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3072126_uploaded_image1_1619012521.jpg"
"1739917822-648","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble fille","2 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3072113_uploaded_image1_1619012309.jpg"
"1739917822-649","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3067708_uploaded_image1_1618829674.jpg"
"1739917822-650","https://sn.coinafrique.com/categorie/vetements-enfants","Body bébé","10 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3067317_uploaded_image1_1618813231.jpg"
"1739917822-651","https://sn.coinafrique.com/categorie/vetements-enfants","Grenouillère bébé","3 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3067315_uploaded_image1_1618813047.jpg"
"1739917822-652","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","7 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3061627_uploaded_image1_1618503756.jpg"
"1739917822-653","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble vêtement enfant","7 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3061615_uploaded_image1_1618503481.jpg"
"1739917822-654","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble bébé","7 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3061601_uploaded_image1_1618503055.jpg"
"1739917822-655","https://sn.coinafrique.com/categorie/vetements-enfants","Lacoste enfant","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3057300_uploaded_image1_1618332021.jpg"
"1739917822-656","https://sn.coinafrique.com/categorie/vetements-enfants","Pantalon enfant","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056602_uploaded_image1_1618315072.jpg"
"1739917822-657","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056595_uploaded_image1_1618314916.jpg"
"1739917822-658","https://sn.coinafrique.com/categorie/vetements-enfants","Pantalon enfant","2 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056588_uploaded_image1_1618314847.jpg"
"1739917822-659","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056583_uploaded_image1_1618314776.jpg"
"1739917822-660","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056578_uploaded_image1_1618314619.jpg"
"1739917822-661","https://sn.coinafrique.com/categorie/vetements-enfants","T-shirt enfant","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056575_uploaded_image1_1618314552.jpg"
"1739917822-662","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056574_uploaded_image1_1618314483.jpg"
"1739917822-663","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble blouson enfant","6 500CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3053772_uploaded_image1_1618187520.jpg"
"1739917822-664","https://sn.coinafrique.com/categorie/vetements-enfants","T-shirt enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3051993_uploaded_image1_1618077955.jpg"
"1739917822-665","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble  body et collant","2 500CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3043879_uploaded_image1_1617740872.jpg"
"1739917822-666","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","500CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3041195_uploaded_image1_1617633853.jpg"
"1739917822-667","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","1 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3041189_uploaded_image1_1617633624.jpg"
"1739917822-668","https://sn.coinafrique.com/categorie/vetements-enfants","Ensembles pour enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3038305_uploaded_image1_1617474792.jpg"
"1739917822-669","https://sn.coinafrique.com/categorie/vetements-enfants","Set de baptême","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3038303_uploaded_image1_1617474759.jpg"
"1739917822-670","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants","15 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3038014_uploaded_image1_1617463542.jpg"
"1739917822-671","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","15 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3038010_uploaded_image1_1617463363.jpg"
"1739917822-672","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","15 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3037998_uploaded_image1_1617463131.jpg"
"1739917822-673","https://sn.coinafrique.com/categorie/vetements-enfants","Grenouillère","1 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3037698_uploaded_image1_1617454183.jpg"
"1739917822-674","https://sn.coinafrique.com/categorie/vetements-enfants","Body enfant","500CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3037697_uploaded_image1_1617454125.jpg"
"1739917822-675","https://sn.coinafrique.com/categorie/vetements-enfants","Ensembles enfant + chapeau","1 500CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3037692_uploaded_image1_1617454021.jpg"
"1739917822-676","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","2 500CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3037689_uploaded_image1_1617453933.jpg"
